repo_name,file_path,stars
openjdk-mirror/jdk7u-jdk,test/sun/tools/jps/jps-lm_Output1.awk,31
openjdk-mirror/jdk7u-jdk,test/sun/tools/jps/jps-m_Output1.awk,31
openjdk-mirror/jdk7u-jdk,test/sun/tools/jps/jps-m_Output2.awk,31
openjdk-mirror/jdk7u-jdk,test/sun/tools/jps/jps-q_Output1.awk,31
openjdk-mirror/jdk7u-jdk,test/sun/tools/jps/jps-v_Output1.awk,31
openjdk-mirror/jdk7u-jdk,test/sun/tools/jps/jps-vm_Output1.awk,31
openjdk-mirror/jdk7u-jdk,test/sun/tools/jps/jps_Output1.awk,31
openjdk-mirror/jdk7u-jdk,test/sun/tools/jstat/classOutput1.awk,31
openjdk-mirror/jdk7u-jdk,test/sun/tools/jstat/classloadOutput1.awk,31
openjdk-mirror/jdk7u-jdk,test/sun/tools/jstat/compilerOutput1.awk,31
openjdk-mirror/jdk7u-jdk,test/sun/tools/jstat/fileURITest1.awk,31
openjdk-mirror/jdk7u-jdk,test/sun/tools/jstat/gcCapacityOutput1.awk,31
openjdk-mirror/jdk7u-jdk,test/sun/tools/jstat/gcCauseOutput1.awk,31
openjdk-mirror/jdk7u-jdk,test/sun/tools/jstat/gcNewCapacityOutput1.awk,31
openjdk-mirror/jdk7u-jdk,test/sun/tools/jstat/gcNewOutput1.awk,31
openjdk-mirror/jdk7u-jdk,test/sun/tools/jstat/gcOldCapacityOutput1.awk,31
openjdk-mirror/jdk7u-jdk,test/sun/tools/jstat/gcOldOutput1.awk,31
openjdk-mirror/jdk7u-jdk,test/sun/tools/jstat/gcOutput1.awk,31
openjdk-mirror/jdk7u-jdk,test/sun/tools/jstat/gcPermCapacityOutput1.awk,31
openjdk-mirror/jdk7u-jdk,test/sun/tools/jstat/lineCounts1.awk,31
openjdk-mirror/jdk7u-jdk,test/sun/tools/jstat/lineCounts2.awk,31
openjdk-mirror/jdk7u-jdk,test/sun/tools/jstat/lineCounts3.awk,31
openjdk-mirror/jdk7u-jdk,test/sun/tools/jstat/lineCounts4.awk,31
openjdk-mirror/jdk7u-jdk,test/sun/tools/jstat/printCompilationOutput1.awk,31
openjdk-mirror/jdk7u-jdk,test/sun/tools/jstat/snap1.awk,31
openjdk-mirror/jdk7u-jdk,test/sun/tools/jstat/snap2.awk,31
openjdk-mirror/jdk7u-jdk,test/sun/tools/jstat/timeStamp1.awk,31
openjdk-mirror/jdk7u-jdk,test/sun/tools/jstatd/jpsOutput1.awk,31
openjdk-mirror/jdk7u-jdk,test/sun/tools/jstatd/jstatGcutilOutput1.awk,31
rheinfabrik/Dobby,script/schemes.awk,31
rheinfabrik/Dobby,script/xctool.awk,31
rofirrim/gcc-tiny,contrib/reghunt/examples/reg-watch.awk,31
rofirrim/gcc-tiny,gcc/config/avr/genmultilib.awk,31
rofirrim/gcc-tiny,gcc/config/i386/i386-builtin-types.awk,31
rofirrim/gcc-tiny,gcc/config/vms/make-crtlmap.awk,31
rofirrim/gcc-tiny,gcc/gen-pass-instances.awk,31
rofirrim/gcc-tiny,gcc/opt-functions.awk,31
rofirrim/gcc-tiny,gcc/opt-gather.awk,31
rofirrim/gcc-tiny,gcc/opt-include.awk,31
rofirrim/gcc-tiny,gcc/opt-read.awk,31
rofirrim/gcc-tiny,gcc/optc-gen.awk,31
rofirrim/gcc-tiny,gcc/optc-save-gen.awk,31
rofirrim/gcc-tiny,gcc/opth-gen.awk,31
rofirrim/gcc-tiny,gcc/testsuite/gcc.test-framework/test-framework.awk,31
rofirrim/gcc-tiny,libbacktrace/filetype.awk,31
rofirrim/gcc-tiny,libgcc/find-symver.awk,31
rofirrim/gcc-tiny,libgcc/mkmap-flat.awk,31
rofirrim/gcc-tiny,libgcc/mkmap-symver.awk,31
rofirrim/gcc-tiny,libgo/go/syscall/mksyscall.awk,31
svnpenn/sage,extras/sage-date.awk,31
svnpenn/sage,extras/sage-spy.awk,31
heineman/algorithms-nutshell-2ed,Figures/scripts/appendixA/A-2.awk,30
heineman/algorithms-nutshell-2ed,Figures/scripts/appendixA/A-3.awk,30
heineman/algorithms-nutshell-2ed,Figures/scripts/appendixA/A-4.awk,30
heineman/algorithms-nutshell-2ed,Figures/scripts/appendixA/A-5.awk,30
heineman/algorithms-nutshell-2ed,Figures/scripts/appendixA/A-6.awk,30
heineman/algorithms-nutshell-2ed,Figures/scripts/appendixA/A-7.awk,30
heineman/algorithms-nutshell-2ed,Figures/scripts/chapter11/11-2.awk,30
heineman/algorithms-nutshell-2ed,Figures/scripts/chapter11/expand.awk,30
heineman/algorithms-nutshell-2ed,Figures/scripts/chapter12/process.awk,30
heineman/algorithms-nutshell-2ed,Figures/scripts/chapter2/2-8.awk,30
heineman/algorithms-nutshell-2ed,Figures/scripts/chapter2/2-9.awk,30
heineman/algorithms-nutshell-2ed,Figures/scripts/chapter5/2ed-table5-5.awk,30
heineman/algorithms-nutshell-2ed,Figures/scripts/chapter5/2ed-table5-6.awk,30
heineman/algorithms-nutshell-2ed,Figures/scripts/chapter5/2ed-table5-6a.awk,30
heineman/algorithms-nutshell-2ed,Figures/scripts/chapter5/2ed-table5-7.awk,30
heineman/algorithms-nutshell-2ed,Figures/scripts/chapter5/figures/table5-1.awk,30
heineman/algorithms-nutshell-2ed,Figures/scripts/chapter5/figures/table5-2.awk,30
heineman/algorithms-nutshell-2ed,Figures/scripts/chapter5/figures/table5-3.awk,30
heineman/algorithms-nutshell-2ed,Figures/scripts/chapter6/2ed-table6-1.awk,30
heineman/algorithms-nutshell-2ed,Figures/scripts/chapter6/2ed-table6-2.awk,30
heineman/algorithms-nutshell-2ed,Figures/scripts/chapter6/2ed-table6-3.awk,30
heineman/algorithms-nutshell-2ed,Figures/scripts/chapter7/2ed-figure7-19.awk,30
heineman/algorithms-nutshell-2ed,Figures/scripts/chapter7/2ed-table7-1.awk,30
heineman/algorithms-nutshell-2ed,Figures/scripts/chapter9/2ed-figure9-5.awk,30
heineman/algorithms-nutshell-2ed,Figures/scripts/chapter9/2ed-table9-2.awk,30
heineman/algorithms-nutshell-2ed,Figures/scripts/msconv.awk,30
heineman/algorithms-nutshell-2ed,Figures/scripts/ratio.awk,30
heineman/algorithms-nutshell-2ed,Figures/scripts/usconv.awk,30
981213/openwrt,include/scan.awk,29
981213/openwrt,package/network/config/qos-scripts/files/usr/lib/qos/tcrules.awk,29
ReactiveCocoa/ReactiveCocoaLayout,script/schemes.awk,29
ReactiveCocoa/ReactiveCocoaLayout,script/targets.awk,29
ReactiveCocoa/ReactiveCocoaLayout,script/xcodebuild.awk,29
ReactiveCocoa/ReactiveCocoaLayout,script/xctool.awk,29
hvr/multi-ghc-travis,extras/colorful.awk,29
kaffe/kaffe,developers/mnemonicizer.awk,29
kaffe/kaffe,kaffe/scripts/nm2as.awk,29
drolbr/Overpass-API,osm-3s_testing/expected/set_variables.awk,28
drolbr/Overpass-API,osm-3s_testing/extract_wiki_comments.awk,28
drolbr/Overpass-API,osm-3s_testing/patch_configure_ac.awk,28
drolbr/Overpass-API,osm-3s_testing/patch_settings.awk,28
drolbr/Overpass-API,osm-3s_testing/show_std.awk,28
drolbr/Overpass-API,osm-3s_testing/trim_copyright_notice_cc.awk,28
drolbr/Overpass-API,osm-3s_testing/trim_copyright_notice_sh.awk,28
drolbr/Overpass-API,src/html/eval_blog.awk,28
drolbr/Overpass-API,src/html/internal_toc.awk,28
openaps/oref0,bin/glucose-stats.awk,28
OnePlusOSS/android_kernel_oneplus_msm8994,Documentation/arm/Samsung/clksrc-change-registers.awk,27
OnePlusOSS/android_kernel_oneplus_msm8994,arch/x86/tools/chkobjdump.awk,27
OnePlusOSS/android_kernel_oneplus_msm8994,arch/x86/tools/distill.awk,27
OnePlusOSS/android_kernel_oneplus_msm8994,arch/x86/tools/gen-insn-attr-x86.awk,27
OnePlusOSS/android_kernel_oneplus_msm8994,lib/raid6/unroll.awk,27
OnePlusOSS/android_kernel_oneplus_msm8994,net/wireless/genregdb.awk,27
samba-team/samba,source3/script/makeunicodecasemap.awk,27
samba-team/samba,source3/script/mksyms.awk,27
samba-team/samba,third_party/heimdal/lib/libedit/doc/mdoc2man.awk,27
samba-team/samba,third_party/heimdal/lib/roken/roken.awk,27
TTalkIM/ttalk-server,deps/recon/script/queue_fun.awk,26
plexinc/plex-home-theater-public,xbmc/screensavers/rsxs-0.9/scripts/install.awk,26
plexinc/plex-home-theater-public,xbmc/screensavers/rsxs-0.9/scripts/uninstall.awk,26
plexinc/plex-home-theater-public,xbmc/screensavers/rsxs-0.9/scripts/verify.awk,26
TUD-OS/M3,src/fs/bench/count-bench.awk,25
TUD-OS/M3,src/tools/pimpdisasm.awk,25
htcondor/htcondor,src/condor_examples/convert_config_to_win32.awk,25
htcondor/htcondor,src/condor_vm-gahp/libvirt_simple_script.awk,25
id-Software/Enemy-Territory,src/curl-7.12.2/packages/NetWare/get_ver.awk,25
brho/plan9,sys/lib/dist/logcompress.awk,24
brho/plan9,sys/lib/dist/logtime.awk,24
brho/plan9,sys/lib/dist/pc/inst/mkini.awk,24
brho/plan9,sys/lib/man/checkman.awk,24
brho/plan9,sys/lib/man/permind/dup1.awk,24
brho/plan9,sys/lib/man/permind/dup2.awk,24
brho/plan9,sys/src/cmd/abaco/charsets.awk,24
brho/plan9,sys/src/cmd/dict/canonind.awk,24
brho/plan9,sys/src/cmd/dict/comfix.awk,24
brho/plan9,sys/src/cmd/dict/rev.awk,24
brho/plan9,sys/src/cmd/dict/t.awk,24
brho/plan9,sys/src/cmd/gs/lib/afmdiff.awk,24
lammps/lammps,tools/xmgrace/plotthermodata.awk,24
nuex/zodiac,example/site/helpers.awk,24
nuex/zodiac,lib/config.awk,24
nuex/zodiac,lib/find_cmd.awk,24
nuex/zodiac,lib/markdown.awk,24
nuex/zodiac,lib/render.awk,24
rhinoman/wikifeat,frontend/web_app/node_modules/commonmark/bench/format_benchmarks.awk,24
ring-lang/ring,extensions/android/ringlibsdl/project/jni/SDL2_image/external/libpng-1.6.2/scripts/checksym.awk,24
ring-lang/ring,extensions/android/ringlibsdl/project/jni/SDL2_image/external/libpng-1.6.2/scripts/dfn.awk,24
ring-lang/ring,extensions/android/ringlibsdl/project/jni/SDL2_image/external/libpng-1.6.2/scripts/options.awk,24
ring-lang/ring,extensions/android/ringlibsdl/project/jni/freetype-2.4.12/builds/atari/deflinejoiner.awk,24
ring-lang/ring,extensions/android/ringlibsdl/project/jni/libpng-1.6.2/scripts/checksym.awk,24
ring-lang/ring,extensions/android/ringlibsdl/project/jni/libpng-1.6.2/scripts/dfn.awk,24
ring-lang/ring,extensions/android/ringlibsdl/project/jni/libpng-1.6.2/scripts/options.awk,24
smcameron/space-nerds-in-space,extract_docking_ports.awk,24
smcameron/space-nerds-in-space,extract_scad_params.awk,24
Automattic/vip-quickstart,bin/wp-filter.awk,23
DOMjudge/domjudge,example_problems/hello/submissions/accepted/extra-file-awk/test-hello.awk,23
DOMjudge/domjudge,example_problems/hello/submissions/accepted/test-hello.awk,23
RetroBSD/retrobsd,src/cmd/unixbench/pgms/fs.awk,23
RetroBSD/retrobsd,src/cmd/unixbench/pgms/index.awk,23
RetroBSD/retrobsd,src/cmd/unixbench/pgms/loopm.awk,23
RetroBSD/retrobsd,src/cmd/unixbench/pgms/loops.awk,23
RetroBSD/retrobsd,src/cmd/unixbench/pgms/lps.awk,23
RetroBSD/retrobsd,src/cmd/unixbench/pgms/mwips.awk,23
RetroBSD/retrobsd,src/cmd/unixbench/pgms/report.awk,23
Teradata/re2j,java/com/google/re2j/make_unicode_tables.awk,23
alltheflow/iCopyPasta,Carthage/Checkouts/Moya/Carthage/Checkouts/ReactiveCocoa/script/schemes.awk,23
alltheflow/iCopyPasta,Carthage/Checkouts/Moya/Carthage/Checkouts/ReactiveCocoa/script/targets.awk,23
alltheflow/iCopyPasta,Carthage/Checkouts/Moya/Carthage/Checkouts/ReactiveCocoa/script/xcodebuild.awk,23
alltheflow/iCopyPasta,Carthage/Checkouts/Moya/Carthage/Checkouts/ReactiveCocoa/script/xctool.awk,23
archan937/jsonv.sh,utils/json.awk,23
fluent/fluent-bit,lib/c-ares-1.18.1/get_ver.awk,23
fluent/fluent-bit,lib/libbacktrace-8602fda/filetype.awk,23
nologic/idaref,generators/xtensa.awk,23
vk-com/kphp-kdb,TL/gen_constants_h.awk,23
EmcraftSystems/linux-emcraft,arch/x86/tools/chkobjdump.awk,21
EmcraftSystems/linux-emcraft,arch/x86/tools/distill.awk,21
EmcraftSystems/linux-emcraft,arch/x86/tools/gen-insn-attr-x86.awk,21
EmcraftSystems/linux-emcraft,drivers/md/unroll.awk,21
apache/incubator-trafodion,core/sqf/sql/scripts/lsof.awk,21
apache/incubator-trafodion,core/sqf/sql/scripts/makemsg.awk,21
apache/incubator-trafodion,core/sqf/sql/scripts/trafnodestatus.awk,21
apache/incubator-trafodion,core/sqf/src/seatrans/hbase-trx/pp.awk,21
apache/incubator-trafodion,core/sql/nskgmake/flexstep.awk,21
cloudflare/go,src/hash/test_gen.awk,21
eribertomota/axel,scripts/pocheck.awk,21
psprint/zplugin,zmodules/Src/makepro.awk,21
psprint/zplugin,zmodules/Src/signames1.awk,21
psprint/zplugin,zmodules/Src/signames2.awk,21
qiniu/go,src/hash/test_gen.awk,21
OneBusAway/onebusaway-iphone,Carthage/Checkouts/swift-protobuf/DevTools/CollectTests.awk,20
OpenFOAM/OpenFOAM-3.0.x,bin/tools/doxyFilter-ignore.awk,20
OpenFOAM/OpenFOAM-3.0.x,bin/tools/doxyFilter-table.awk,20
OpenFOAM/OpenFOAM-3.0.x,bin/tools/doxyFilter-top.awk,20
OpenFOAM/OpenFOAM-3.0.x,bin/tools/doxyFilter.awk,20
magarena/magarena,exp/extract_games.awk,20
magarena/magarena,exp/extract_mcts.awk,20
magarena/magarena,scripts/add_image.awk,20
magarena/magarena,scripts/apprentice2dec.awk,20
magarena/magarena,scripts/check_literals.awk,20
magarena/magarena,scripts/convert-anon-class-to-closure.awk,20
magarena/magarena,scripts/copy_comment.awk,20
magarena/magarena,scripts/dailyhtml2dec.awk,20
magarena/magarena,scripts/extract_candidates.awk,20
magarena/magarena,scripts/extract_token_name.awk,20
magarena/magarena,scripts/gen_html_preview.awk,20
magarena/magarena,scripts/keep_unimplemented.awk,20
magarena/magarena,scripts/magarena_deck.awk,20
magarena/magarena,scripts/mana_cost_graph.awk,20
magarena/magarena,scripts/merge-gallery-url.awk,20
magarena/magarena,scripts/merge_scores_cards_comments.awk,20
magarena/magarena,scripts/rename_card.awk,20
magarena/magarena,scripts/score_ai.awk,20
magarena/magarena,scripts/score_card.awk,20
magarena/magarena,scripts/set_image.awk,20
magarena/magarena,scripts/set_url.awk,20
magarena/magarena,scripts/split_cards.awk,20
magarena/magarena,scripts/split_combined.awk,20
magarena/magarena,scripts/term_threshold.awk,20
magarena/magarena,scripts/unimplementable_to_tsv.awk,20
magarena/magarena,scripts/unimplementable_to_txt.awk,20
magarena/magarena,scripts/update_image.awk,20
onecoolx/picasso,third_party/libpng-1.6.17/scripts/checksym.awk,20
onecoolx/picasso,third_party/libpng-1.6.17/scripts/dfn.awk,20
onecoolx/picasso,third_party/libpng-1.6.17/scripts/options.awk,20
rnlf/motor,src/3rdparty/freetype/builds/atari/deflinejoiner.awk,20
sabel83/metashell,3rd/graphviz/awk/brewer.awk,20
sabel83/metashell,3rd/graphviz/awk/colortbl.awk,20
sabel83/metashell,3rd/graphviz/awk/stringize.awk,20
sabel83/metashell,3rd/graphviz/awk/svgcolor.awk,20
sabel83/metashell,3rd/graphviz/awk/typegraph.awk,20
sabel83/metashell,3rd/graphviz/contrib/gprof2dot.awk,20
sabel83/metashell,3rd/graphviz/doc/infosrc/brewer.awk,20
sabel83/metashell,3rd/graphviz/doc/infosrc/mkcolors.awk,20
sabel83/metashell,3rd/graphviz/doc/infosrc/svg.awk,20
sabel83/metashell,3rd/graphviz/doc/infosrc/sz.awk,20
sabel83/metashell,3rd/graphviz/rtest/strps.awk,20
sabel83/metashell,3rd/templight/compiler-rt/utils/generate_netbsd_ioctls.awk,20
sabel83/metashell,3rd/templight/compiler-rt/utils/generate_netbsd_syscalls.awk,20
vysheng/tgl,gen_constants_h.awk,20
ChromiumWebApps/chromium,third_party/sqlite/src/addopcodes.awk,19
ChromiumWebApps/chromium,third_party/sqlite/src/mkopcodec.awk,19
ChromiumWebApps/chromium,third_party/sqlite/src/mkopcodeh.awk,19
ChromiumWebApps/chromium,third_party/sqlite/src/tool/opcodeDoc.awk,19
ChromiumWebApps/chromium,third_party/talloc/script/mksyms.awk,19
CyanogenMod/android_kernel_oneplus_msm8974,Documentation/arm/Samsung/clksrc-change-registers.awk,19
CyanogenMod/android_kernel_oneplus_msm8974,arch/x86/tools/chkobjdump.awk,19
CyanogenMod/android_kernel_oneplus_msm8974,arch/x86/tools/distill.awk,19
CyanogenMod/android_kernel_oneplus_msm8974,arch/x86/tools/gen-insn-attr-x86.awk,19
CyanogenMod/android_kernel_oneplus_msm8974,lib/raid6/unroll.awk,19
CyanogenMod/android_kernel_oneplus_msm8974,net/wireless/genregdb.awk,19
TakefiveInteractive/TedkOS,userland/newlib-2.2.0-1/newlib/libc/sys/linux/linuxthreads/defs.awk,19
asicguy/gplgpu,run/2d_bpp16/bitmap.awk,19
asicguy/gplgpu,run/2d_bpp32/bitmap.awk,19
asicguy/gplgpu,run/2d_bpp8/bitmap.awk,19
asicguy/gplgpu,run/bin/bitmap.awk,19
bingmann/stx-btree,speedtest/transpose.awk,19
galkahana/PDF-Writer,FreeType/builds/atari/deflinejoiner.awk,19
scalaris-team/scalaris,contrib/slurm/util/crashreport.awk,19
scalaris-team/scalaris,user-dev-guide/latex-col.awk,19
CyanogenMod/android_kernel_samsung_smdk4412,Documentation/arm/Samsung/clksrc-change-registers.awk,18
CyanogenMod/android_kernel_samsung_smdk4412,arch/x86/tools/chkobjdump.awk,18
CyanogenMod/android_kernel_samsung_smdk4412,arch/x86/tools/distill.awk,18
CyanogenMod/android_kernel_samsung_smdk4412,arch/x86/tools/gen-insn-attr-x86.awk,18
CyanogenMod/android_kernel_samsung_smdk4412,lib/raid6/unroll.awk,18
CyanogenMod/android_kernel_samsung_smdk4412,net/wireless/genregdb.awk,18
CyanogenMod/android_kernel_samsung_smdk4412,net/wireless_ath/genregdb.awk,18
Traumflug/Teacup_Firmware,tools/deriv.awk,18
adobe/chromium,third_party/hyphen/lig.awk,18
adobe/chromium,third_party/sqlite/src/addopcodes.awk,18
adobe/chromium,third_party/sqlite/src/mkopcodec.awk,18
adobe/chromium,third_party/sqlite/src/mkopcodeh.awk,18
adobe/chromium,third_party/sqlite/src/tool/opcodeDoc.awk,18
adobe/chromium,third_party/talloc/script/mksyms.awk,18
angel2d/angel2d,Code/Angel/Libraries/freetype-2.4.8/builds/atari/deflinejoiner.awk,18
apavlo/h-store,third_party/cpp/berkeleydb/dist/gen_inc.awk,18
apavlo/h-store,third_party/cpp/berkeleydb/dist/gen_msg.awk,18
apavlo/h-store,third_party/cpp/berkeleydb/dist/gen_rec.awk,18
apavlo/h-store,third_party/cpp/berkeleydb/lang/sql/sqlite/addopcodes.awk,18
apavlo/h-store,third_party/cpp/berkeleydb/lang/sql/sqlite/mkopcodec.awk,18
apavlo/h-store,third_party/cpp/berkeleydb/lang/sql/sqlite/mkopcodeh.awk,18
apavlo/h-store,third_party/cpp/berkeleydb/lang/sql/sqlite/tool/opcodeDoc.awk,18
apavlo/h-store,third_party/cpp/berkeleydb/lang/sql/sqlite/tool/tostr.awk,18
apavlo/h-store,third_party/cpp/berkeleydb/test/micro/report.awk,18
apavlo/h-store,third_party/cpp/berkeleydb/util/db_printlog/commit.awk,18
apavlo/h-store,third_party/cpp/berkeleydb/util/db_printlog/count.awk,18
apavlo/h-store,third_party/cpp/berkeleydb/util/db_printlog/dbname.awk,18
apavlo/h-store,third_party/cpp/berkeleydb/util/db_printlog/fileid.awk,18
apavlo/h-store,third_party/cpp/berkeleydb/util/db_printlog/logstat.awk,18
apavlo/h-store,third_party/cpp/berkeleydb/util/db_printlog/pgno.awk,18
apavlo/h-store,third_party/cpp/berkeleydb/util/db_printlog/range.awk,18
apavlo/h-store,third_party/cpp/berkeleydb/util/db_printlog/rectype.awk,18
apavlo/h-store,third_party/cpp/berkeleydb/util/db_printlog/status.awk,18
apavlo/h-store,third_party/cpp/berkeleydb/util/db_printlog/txn.awk,18
blackducksoftware/ohcount,test/expected_dir/awk1.awk,18
blackducksoftware/ohcount,test/src_dir/awk1.awk,18
davidswelt/aquamacs-emacs,admin/charsets/big5.awk,18
davidswelt/aquamacs-emacs,admin/charsets/compact.awk,18
davidswelt/aquamacs-emacs,admin/charsets/cp51932.awk,18
davidswelt/aquamacs-emacs,admin/charsets/cp932.awk,18
davidswelt/aquamacs-emacs,admin/charsets/eucjp-ms.awk,18
davidswelt/aquamacs-emacs,admin/charsets/gb180302.awk,18
davidswelt/aquamacs-emacs,admin/charsets/gb180304.awk,18
davidswelt/aquamacs-emacs,admin/charsets/kuten.awk,18
davidswelt/aquamacs-emacs,admin/unidata/blocks.awk,18
gitdoapp/CollectionVariable,script/schemes.awk,18
gitdoapp/CollectionVariable,script/targets.awk,18
gitdoapp/CollectionVariable,script/xcodebuild.awk,18
gitdoapp/CollectionVariable,script/xctool.awk,18
jspahrsummers/objc-build-scripts,schemes.awk,18
jspahrsummers/objc-build-scripts,xctool.awk,18
981213/luci-1,contrib/package/meshwizard/files/usr/bin/meshwizard/helpers/common.awk,17
MewX/Psiphon3-for-Linux,openssh-5.9p1/mdoc2man.awk,17
Unidata/netcdf-c,nctest/timesum.awk,17
apache/flex-sdk,mustella/clobber.awk,17
barak/stalin,remove-extra-blank-lines.awk,17
pvpgn/pvpgn-server,scripts/reform.awk,17
CrunchyData/crunchy-postgresql-manager,images/cpm-server/sbin/df.awk,16
CrunchyData/crunchy-postgresql-manager,images/cpm-server/sbin/iostat.awk,16
CrunchyData/crunchy-postgresql-manager,sbin/df.awk,16
CrunchyData/crunchy-postgresql-manager,sbin/iostat.awk,16
MicBosi/visualizationlibrary,src/external/freetype/builds/atari/deflinejoiner.awk,16
bmschmidt/CV-pandoc-healy,vc-git.awk,16
cernceph/ceph-scripts,tools/top/extract_images.awk,16
cernceph/ceph-scripts,tools/top/logfilter.awk,16
cernceph/ceph-scripts,tools/top/stats.awk,16
coccinelle/coccinelle,scripts/extractor.awk,16
dhennessy/BugHub,BugHub for Mac/BugHub/Carthage/Checkouts/Mantle/script/schemes.awk,16
dhennessy/BugHub,BugHub for Mac/BugHub/Carthage/Checkouts/Mantle/script/xctool.awk,16
dorimanx/DORIMANX_LG_STOCK_LP_KERNEL,Documentation/arm/Samsung/clksrc-change-registers.awk,16
dorimanx/DORIMANX_LG_STOCK_LP_KERNEL,arch/x86/tools/chkobjdump.awk,16
dorimanx/DORIMANX_LG_STOCK_LP_KERNEL,arch/x86/tools/distill.awk,16
dorimanx/DORIMANX_LG_STOCK_LP_KERNEL,arch/x86/tools/gen-insn-attr-x86.awk,16
dorimanx/DORIMANX_LG_STOCK_LP_KERNEL,lib/raid6/unroll.awk,16
dorimanx/DORIMANX_LG_STOCK_LP_KERNEL,net/wireless/genregdb.awk,16
drawquest/drawquest,Libraries/Mantle/script/targets.awk,16
drawquest/drawquest,Libraries/Mantle/script/xcodebuild.awk,16
embox/embox,mk/script/nm2c.awk,16
embox/embox,mk/tsortdiag.awk,16
embox/embox,scripts/codestyle/undiff.awk,16
embox/embox,scripts/mqtt/qemuver.awk,16
embox/embox,scripts/qemu/qemuver.awk,16
fabiensanglard/Doom3-for-MacOSX-,neo/curl/packages/NetWare/get_ver.awk,16
herzbube/littlego,script/generate-sgf-with-moves.awk,16
infinidb/infinidb,writeengine/bulk/plot_buffer.awk,16
linux-sunxi/sunxi-tools,thunks/objdump_to_h.awk,16
markokr/rarfile,doc/note.awk,16
mrehkopf/sd2snes,mk1-src/conf2h.awk,16
mrehkopf/sd2snes,mk1-src/gcctest.awk,16
mrehkopf/sd2snes,src/bootldr/conf2h.awk,16
mrehkopf/sd2snes,src/conf2h.awk,16
mrehkopf/sd2snes,src/tests/conf2h.awk,16
mupen64plus-ae/mupen64plus-ae,mupen64plus-core/upstream/tools/gen_asm_defines.awk,16
mupen64plus-ae/mupen64plus-ae,ndkLibs/png/scripts/checksym.awk,16
mupen64plus-ae/mupen64plus-ae,ndkLibs/png/scripts/dfn.awk,16
mupen64plus-ae/mupen64plus-ae,ndkLibs/png/scripts/options.awk,16
php/php-gtk-src,build2/print_include.awk,16
utds3lab/pemu,plugins/glibc-2.13-new/csu/defs.awk,16
utds3lab/pemu,plugins/glibc-2.13-new/elf/gen-trusted-dirs.awk,16
utds3lab/pemu,plugins/glibc-2.13-new/elf/genrtldtbl.awk,16
utds3lab/pemu,plugins/glibc-2.13-new/iconvdata/gap.awk,16
utds3lab/pemu,plugins/glibc-2.13-new/iconvdata/gaptab.awk,16
utds3lab/pemu,plugins/glibc-2.13-new/mach/errsystems.awk,16
utds3lab/pemu,plugins/glibc-2.13-new/mach/shortcut.awk,16
utds3lab/pemu,plugins/glibc-2.13-new/mach/syscalls.awk,16
utds3lab/pemu,plugins/glibc-2.13-new/manual/summary.awk,16
utds3lab/pemu,plugins/glibc-2.13-new/manual/texis.awk,16
utds3lab/pemu,plugins/glibc-2.13-new/manual/tsort.awk,16
utds3lab/pemu,plugins/glibc-2.13-new/manual/xtract-typefun.awk,16
utds3lab/pemu,plugins/glibc-2.13-new/nptl_db/db-symbols.awk,16
utds3lab/pemu,plugins/glibc-2.13-new/scripts/abi-versions.awk,16
utds3lab/pemu,plugins/glibc-2.13-new/scripts/abilist.awk,16
utds3lab/pemu,plugins/glibc-2.13-new/scripts/extract-abilist.awk,16
utds3lab/pemu,plugins/glibc-2.13-new/scripts/firstversions.awk,16
utds3lab/pemu,plugins/glibc-2.13-new/scripts/gen-as-const.awk,16
utds3lab/pemu,plugins/glibc-2.13-new/scripts/gen-sorted.awk,16
utds3lab/pemu,plugins/glibc-2.13-new/scripts/lib-names.awk,16
utds3lab/pemu,plugins/glibc-2.13-new/scripts/merge-abilist.awk,16
utds3lab/pemu,plugins/glibc-2.13-new/scripts/soversions.awk,16
utds3lab/pemu,plugins/glibc-2.13-new/scripts/versions.awk,16
utds3lab/pemu,plugins/glibc-2.13-new/sysdeps/gnu/errlist-compat.awk,16
utds3lab/pemu,plugins/glibc-2.13-new/sysdeps/gnu/errlist.awk,16
utds3lab/pemu,plugins/glibc-2.13-new/sysdeps/ia64/fpu/import_file.awk,16
utds3lab/pemu,plugins/glibc-2.13-new/sysdeps/mach/hurd/errnos.awk,16
utds3lab/pemu,plugins/glibc-2.13-new/sysdeps/unix/errnos.awk,16
utds3lab/pemu,plugins/glibc-2.13-new/sysdeps/unix/ioctls.awk,16
utds3lab/pemu,plugins/glibc-2.13-new/timezone/checktab.awk,16
utds3lab/pemu,target-i386/PEMU/DISAS/elf-parser/gprof/gen-c-prog.awk,16
uwsampa/grappa,applications/NPB/GRAPPA/sys/suite.awk,16
uwsampa/grappa,applications/NPB/MPI/sys/suite.awk,16
uwsampa/grappa,applications/NPB/OMP/sys/suite.awk,16
uwsampa/grappa,applications/NPB/SERIAL/sys/suite.awk,16
CyanogenMod/android_kernel_asus_moorefield,Documentation/arm/Samsung/clksrc-change-registers.awk,15
CyanogenMod/android_kernel_asus_moorefield,arch/x86/tools/chkobjdump.awk,15
CyanogenMod/android_kernel_asus_moorefield,arch/x86/tools/distill.awk,15
CyanogenMod/android_kernel_asus_moorefield,arch/x86/tools/gen-insn-attr-x86.awk,15
CyanogenMod/android_kernel_asus_moorefield,lib/raid6/unroll.awk,15
